match_id,stage,date,pens,pens_home_score,pens_away_score,team_name_home,team_name_away,team_home_score,team_away_score,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,duels_won_home,duels_won_away,prediction_team_home_win,prediction_draw,prediction_team_away_win,prediction_quantity,location,lineup_home,lineup_away,player_names_home,player_numbers_home,player_names_away,player_numbers_away
61,Matchday 32,30/04/2023,False,False,False,Bologna,Juventus,1,1,0.55,0.45,16,14,6,5,0.55,0.45,0.17,0.04,0.79,103462,Renato Dall'Ara,"[{'player_name': ' Ferguson', 'player_number': '19'}, {'player_name': ' Barrow', 'player_number': '99'}, {'player_name': ' Orsolini', 'player_number': '7'}, {'player_name': ' Domínguez', 'player_number': '8'}, {'player_name': ' Schouten', 'player_number': '30'}, {'player_name': ' Moro', 'player_number': '6'}, {'player_name': ' Kyriakopoulos', 'player_number': '77'}, {'player_name': ' Lucumí', 'player_number': '26'}, {'player_name': ' Soumaoro', 'player_number': '5'}, {'player_name': ' Posch', 'player_number': '3'}, {'player_name': ' Skorupski', 'player_number': '28'}]","[{'player_name': ' Kostić', 'player_number': '17'}, {'player_name': ' Milik', 'player_number': '14'}, {'player_name': ' Chiesa', 'player_number': '7'}, {'player_name': ' Rabiot', 'player_number': '25'}, {'player_name': ' Locatelli', 'player_number': '5'}, {'player_name': ' Fagioli', 'player_number': '44'}, {'player_name': ' Alex Sandro', 'player_number': '12'}, {'player_name': ' Danilo', 'player_number': '6'}, {'player_name': ' Gatti', 'player_number': '15'}, {'player_name': ' Cuadrado', 'player_number': '11'}, {'player_name': ' Szczęsny', 'player_number': '1'}]","['Ferguson', 'Barrow', 'Orsolini', 'Domínguez', 'Schouten', 'Moro', 'Kyriakopoulos', 'Lucumí', 'Soumaoro', 'Posch', 'Skorupski']","['19', '99', '7', '8', '30', '6', '77', '26', '5', '3', '28']","['Kostić', 'Milik', 'Chiesa', 'Rabiot', 'Locatelli', 'Fagioli', 'Alex Sandro', 'Danilo', 'Gatti', 'Cuadrado', 'Szczęsny']","['17', '14', '7', '25', '5', '44', '12', '6', '15', '11', '1']"
62,Matchday 32,30/04/2023,False,False,False,Fiorentina,Sampdoria,5,0,0.67,0.33,23,4,10,1,0.52,0.48,0.8,0.05,0.15,19363,Artemio Franchi,"[{'player_name': ' Jović', 'player_number': '7'}, {'player_name': ' Sottil', 'player_number': '33'}, {'player_name': ' Castrovilli', 'player_number': '10'}, {'player_name': ' González', 'player_number': '22'}, {'player_name': ' Duncan', 'player_number': '32'}, {'player_name': ' Amrabat', 'player_number': '34'}, {'player_name': ' Biraghi', 'player_number': '3'}, {'player_name': ' Ranieri', 'player_number': '16'}, {'player_name': ' Milenković', 'player_number': '4'}, {'player_name': ' Dodô', 'player_number': '2'}, {'player_name': ' Cerofolini', 'player_number': '31'}]","[{'player_name': ' Gabbiadini', 'player_number': '23'}, {'player_name': ' Lammers', 'player_number': '10'}, {'player_name': ' Léris', 'player_number': '37'}, {'player_name': ' Augello', 'player_number': '3'}, {'player_name': ' Rincon', 'player_number': '8'}, {'player_name': ' Winks', 'player_number': '20'}, {'player_name': ' Zanoli', 'player_number': '59'}, {'player_name': ' Amione', 'player_number': '2'}, {'player_name': ' Oikonomou', 'player_number': '5'}, {'player_name': ' Günter', 'player_number': '4'}, {'player_name': ' Ravaglia', 'player_number': '30'}]","['Jović', 'Sottil', 'Castrovilli', 'González', 'Duncan', 'Amrabat', 'Biraghi', 'Ranieri', 'Milenković', 'Dodô', 'Cerofolini']","['7', '33', '10', '22', '32', '34', '3', '16', '4', '2', '31']","['Gabbiadini', 'Lammers', 'Léris', 'Augello', 'Rincon', 'Winks', 'Zanoli', 'Amione', 'Oikonomou', 'Günter', 'Ravaglia']","['23', '10', '37', '3', '8', '20', '59', '2', '5', '4', '30']"
63,Matchday 32,30/04/2023,False,False,False,Sassuolo,Empoli,2,1,0.58,0.42,13,7,4,1,0.46,0.54,0.65,0.08,0.27,13635,MAPEI Stadium - Città del Tricolore,"[{'player_name': ' Laurienté', 'player_number': '45'}, {'player_name': ' Defrel', 'player_number': '92'}, {'player_name': ' Bajrami', 'player_number': '20'}, {'player_name': ' Harroui', 'player_number': '8'}, {'player_name': ' Lopez', 'player_number': '27'}, {'player_name': ' Frattesi', 'player_number': '16'}, {'player_name': ' Marchizza', 'player_number': '3'}, {'player_name': ' Ruan', 'player_number': '44'}, {'player_name': ' Erlić', 'player_number': '28'}, {'player_name': ' Toljan', 'player_number': '22'}, {'player_name': ' Consigli', 'player_number': '47'}]","[{'player_name': ' Cambiaghi', 'player_number': '28'}, {'player_name': ' Caputo', 'player_number': '19'}, {'player_name': ' Baldanzi', 'player_number': '35'}, {'player_name': ' Bandinelli', 'player_number': '25'}, {'player_name': ' Grassi', 'player_number': '5'}, {'player_name': ' Marin', 'player_number': '18'}, {'player_name': ' Parisi', 'player_number': '65'}, {'player_name': ' Luperto', 'player_number': '33'}, {'player_name': ' Walukiewicz', 'player_number': '4'}, {'player_name': ' Ebuehi', 'player_number': '24'}, {'player_name': ' Vicario', 'player_number': '13'}]","['Laurienté', 'Defrel', 'Bajrami', 'Harroui', 'Lopez', 'Frattesi', 'Marchizza', 'Ruan', 'Erlić', 'Toljan', 'Consigli']","['45', '92', '20', '8', '27', '16', '3', '44', '28', '22', '47']","['Cambiaghi', 'Caputo', 'Baldanzi', 'Bandinelli', 'Grassi', 'Marin', 'Parisi', 'Luperto', 'Walukiewicz', 'Ebuehi', 'Vicario']","['28', '19', '35', '25', '5', '18', '65', '33', '4', '24', '13']"
64,Matchday 32,30/04/2023,False,False,False,Napoli,Salernitana,1,1,0.74,0.26,24,5,8,2,0.49,0.51,0.86,0.03,0.11,106415,Diego Armando Maradona,"[{'player_name': ' Kvaratskhelia', 'player_number': '77'}, {'player_name': ' Osimhen', 'player_number': '9'}, {'player_name': ' Lozano', 'player_number': '11'}, {'player_name': ' Zieliński', 'player_number': '20'}, {'player_name': ' Lobotka', 'player_number': '68'}, {'player_name': ' Zambo Anguissa', 'player_number': '99'}, {'player_name': ' Olivera', 'player_number': '17'}, {'player_name': ' Kim Min-jae', 'player_number': '3'}, {'player_name': ' Rrahmani', 'player_number': '13'}, {'player_name': ' Di Lorenzo', 'player_number': '22'}, {'player_name': ' Meret', 'player_number': '1'}]","[{'player_name': ' Dia', 'player_number': '29'}, {'player_name': ' Candreva', 'player_number': '87'}, {'player_name': ' Kastanos', 'player_number': '20'}, {'player_name': ' Bradaric', 'player_number': '3'}, {'player_name': ' Coulibaly', 'player_number': '18'}, {'player_name': ' Vilhena', 'player_number': '10'}, {'player_name': ' Mazzocchi', 'player_number': '30'}, {'player_name': ' Pirola', 'player_number': '98'}, {'player_name': ' Gyomber', 'player_number': '23'}, {'player_name': ' Daniliuc', 'player_number': '5'}, {'player_name': ' Ochoa', 'player_number': '13'}]","['Kvaratskhelia', 'Osimhen', 'Lozano', 'Zieliński', 'Lobotka', 'Zambo Anguissa', 'Olivera', 'Kim Min-jae', 'Rrahmani', 'Di Lorenzo', 'Meret']","['77', '9', '11', '20', '68', '99', '17', '3', '13', '22', '1']","['Dia', 'Candreva', 'Kastanos', 'Bradaric', 'Coulibaly', 'Vilhena', 'Mazzocchi', 'Pirola', 'Gyomber', 'Daniliuc', 'Ochoa']","['29', '87', '20', '3', '18', '10', '30', '98', '23', '5', '13']"
65,Matchday 32,30/04/2023,False,False,False,Cremonese,Hellas Verona,1,1,0.52,0.48,12,14,5,6,0.45,0.55,0.4,0.08,0.52,14659,Giovanni Zini,"[{'player_name': ' Okereke', 'player_number': '77'}, {'player_name': ' Ciofani', 'player_number': '9'}, {'player_name': ' Galdames', 'player_number': '27'}, {'player_name': ' Castagnetti', 'player_number': '19'}, {'player_name': ' Meite', 'player_number': '28'}, {'player_name': ' Pickel', 'player_number': '6'}, {'player_name': ' Valeri', 'player_number': '3'}, {'player_name': ' Lochoshvili', 'player_number': '44'}, {'player_name': ' Vásquez', 'player_number': '5'}, {'player_name': ' Aiwu', 'player_number': '4'}, {'player_name': ' Carnesecchi', 'player_number': '12'}]","[{'player_name': ' Duric', 'player_number': '19'}, {'player_name': ' Lazović', 'player_number': '8'}, {'player_name': ' Verdi', 'player_number': '7'}, {'player_name': ' Kallon', 'player_number': '30'}, {'player_name': ' Tameze', 'player_number': '61'}, {'player_name': ' Abildgaard', 'player_number': '28'}, {'player_name': ' Dawidowicz', 'player_number': '27'}, {'player_name': ' Hien', 'player_number': '6'}, {'player_name': ' Magnani', 'player_number': '23'}, {'player_name': ' Depaoli', 'player_number': '29'}, {'player_name': ' Montipò', 'player_number': '1'}]","['Okereke', 'Ciofani', 'Galdames', 'Castagnetti', 'Meite', 'Pickel', 'Valeri', 'Lochoshvili', 'Vásquez', 'Aiwu', 'Carnesecchi']","['77', '9', '27', '19', '28', '6', '3', '44', '5', '4', '12']","['Duric', 'Lazović', 'Verdi', 'Kallon', 'Tameze', 'Abildgaard', 'Dawidowicz', 'Hien', 'Magnani', 'Depaoli', 'Montipò']","['19', '8', '7', '30', '61', '28', '27', '6', '23', '29', '1']"
66,Matchday 32,30/04/2023,False,False,False,Inter,Lazio,3,1,0.62,0.38,25,9,9,5,0.55,0.45,0.65,0.07,0.28,87823,Giuseppe Meazza,"[{'player_name': ' Correa', 'player_number': '11'}, {'player_name': ' Lukaku', 'player_number': '90'}, {'player_name': ' Dimarco', 'player_number': '32'}, {'player_name': ' Mkhitaryan', 'player_number': '22'}, {'player_name': ' Brozović', 'player_number': '77'}, {'player_name': ' Barella', 'player_number': '23'}, {'player_name': ' Darmian', 'player_number': '36'}, {'player_name': ' Bastoni', 'player_number': '95'}, {'player_name': ' Acerbi', 'player_number': '15'}, {'player_name': "" D'Ambrosio"", 'player_number': '33'}, {'player_name': ' Onana', 'player_number': '24'}]","[{'player_name': ' Zaccagni', 'player_number': '20'}, {'player_name': ' Immobile', 'player_number': '17'}, {'player_name': ' Anderson', 'player_number': '7'}, {'player_name': ' Alberto', 'player_number': '10'}, {'player_name': ' Cataldi', 'player_number': '32'}, {'player_name': ' Milinković-Savić', 'player_number': '21'}, {'player_name': ' Hysaj', 'player_number': '23'}, {'player_name': ' Romagnoli', 'player_number': '13'}, {'player_name': ' Casale', 'player_number': '15'}, {'player_name': ' Marusic', 'player_number': '77'}, {'player_name': ' Provedel', 'player_number': '94'}]","['Correa', 'Lukaku', 'Dimarco', 'Mkhitaryan', 'Brozović', 'Barella', 'Darmian', 'Bastoni', 'Acerbi', ""D'Ambrosio"", 'Onana']","['11', '90', '32', '22', '77', '23', '36', '95', '15', '33', '24']","['Zaccagni', 'Immobile', 'Anderson', 'Alberto', 'Cataldi', 'Milinković-Savić', 'Hysaj', 'Romagnoli', 'Casale', 'Marusic', 'Provedel']","['20', '17', '7', '10', '32', '21', '23', '13', '15', '77', '94']"
67,Matchday 32,29/04/2023,False,False,False,Roma,Milan,1,1,0.36,0.64,11,11,1,1,0.47,0.54,0.34,0.06,0.6,107880,Olimpico,"[{'player_name': ' Abraham', 'player_number': '9'}, {'player_name': ' Belotti', 'player_number': '11'}, {'player_name': ' Pellegrini', 'player_number': '7'}, {'player_name': ' Spinazzola', 'player_number': '37'}, {'player_name': ' Matic', 'player_number': '8'}, {'player_name': ' Cristante', 'player_number': '4'}, {'player_name': ' Çelik', 'player_number': '19'}, {'player_name': ' Ibañez', 'player_number': '3'}, {'player_name': ' Kumbulla', 'player_number': '24'}, {'player_name': ' Mancini', 'player_number': '23'}, {'player_name': ' Patrício', 'player_number': '1'}]","[{'player_name': ' Giroud', 'player_number': '9'}, {'player_name': ' Leão', 'player_number': '17'}, {'player_name': ' Bennacer', 'player_number': '4'}, {'player_name': ' Diaz', 'player_number': '10'}, {'player_name': ' Tonali', 'player_number': '8'}, {'player_name': ' Krunic', 'player_number': '33'}, {'player_name': ' Hernandez', 'player_number': '19'}, {'player_name': ' Tomori', 'player_number': '23'}, {'player_name': ' Kjær', 'player_number': '24'}, {'player_name': ' Calabria', 'player_number': '2'}, {'player_name': ' Maignan', 'player_number': '16'}]","['Abraham', 'Belotti', 'Pellegrini', 'Spinazzola', 'Matic', 'Cristante', 'Çelik', 'Ibañez', 'Kumbulla', 'Mancini', 'Patrício']","['9', '11', '7', '37', '8', '4', '19', '3', '24', '23', '1']","['Giroud', 'Leão', 'Bennacer', 'Diaz', 'Tonali', 'Krunic', 'Hernandez', 'Tomori', 'Kjær', 'Calabria', 'Maignan']","['9', '17', '4', '10', '8', '33', '19', '23', '24', '2', '16']"
68,Matchday 32,28/04/2023,False,False,False,Spezia,Monza,0,2,0.45,0.55,12,8,4,4,0.51,0.49,0.27,0.07,0.66,16185,Alberto Picco,"[{'player_name': ' Verde', 'player_number': '10'}, {'player_name': ' Shomurodov', 'player_number': '14'}, {'player_name': ' Gyasi', 'player_number': '11'}, {'player_name': ' Kovalenko', 'player_number': '24'}, {'player_name': ' Esposito', 'player_number': '25'}, {'player_name': ' Ekdal', 'player_number': '8'}, {'player_name': ' Bastoni', 'player_number': '20'}, {'player_name': ' Ampadu', 'player_number': '4'}, {'player_name': ' Wisniewski', 'player_number': '55'}, {'player_name': ' Amian', 'player_number': '27'}, {'player_name': ' Drągowski', 'player_number': '69'}]","[{'player_name': ' Mota', 'player_number': '47'}, {'player_name': ' Caprari', 'player_number': '17'}, {'player_name': ' Colpani', 'player_number': '28'}, {'player_name': ' Carlos', 'player_number': '30'}, {'player_name': ' Pessina', 'player_number': '32'}, {'player_name': ' Rovella', 'player_number': '6'}, {'player_name': ' Ciurria', 'player_number': '84'}, {'player_name': ' Caldirola', 'player_number': '5'}, {'player_name': ' Pablo Marí', 'player_number': '3'}, {'player_name': ' Izzo', 'player_number': '55'}, {'player_name': ' Di Gregorio', 'player_number': '16'}]","['Verde', 'Shomurodov', 'Gyasi', 'Kovalenko', 'Esposito', 'Ekdal', 'Bastoni', 'Ampadu', 'Wisniewski', 'Amian', 'Drągowski']","['10', '14', '11', '24', '25', '8', '20', '4', '55', '27', '69']","['Mota', 'Caprari', 'Colpani', 'Carlos', 'Pessina', 'Rovella', 'Ciurria', 'Caldirola', 'Pablo Marí', 'Izzo', 'Di Gregorio']","['47', '17', '28', '30', '32', '6', '84', '5', '3', '55', '16']"
69,Matchday 32,28/04/2023,False,False,False,Lecce,Udinese,1,0,0.38,0.62,15,10,3,3,0.45,0.55,0.39,0.07,0.54,18546,Via Del Mare,"[{'player_name': ' Di Francesco', 'player_number': '11'}, {'player_name': ' Colombo', 'player_number': '9'}, {'player_name': ' Strefezza', 'player_number': '27'}, {'player_name': ' Oudin', 'player_number': '28'}, {'player_name': ' Hjulmand', 'player_number': '42'}, {'player_name': ' Blin', 'player_number': '29'}, {'player_name': ' Gallo', 'player_number': '25'}, {'player_name': ' Umtiti', 'player_number': '93'}, {'player_name': ' Baschirotto', 'player_number': '6'}, {'player_name': ' Gendrey', 'player_number': '17'}, {'player_name': ' Falcone', 'player_number': '30'}]","[{'player_name': ' Nestorovski', 'player_number': '30'}, {'player_name': ' Pereyra', 'player_number': '37'}, {'player_name': ' Udogie', 'player_number': '13'}, {'player_name': ' Lovric', 'player_number': '4'}, {'player_name': ' Walace', 'player_number': '11'}, {'player_name': ' Samardzic', 'player_number': '24'}, {'player_name': ' Ehizibue', 'player_number': '19'}, {'player_name': ' Pérez', 'player_number': '18'}, {'player_name': ' Bijol', 'player_number': '29'}, {'player_name': ' Rodrigo Becão', 'player_number': '50'}, {'player_name': ' Silvestri', 'player_number': '1'}]","['Di Francesco', 'Colombo', 'Strefezza', 'Oudin', 'Hjulmand', 'Blin', 'Gallo', 'Umtiti', 'Baschirotto', 'Gendrey', 'Falcone']","['11', '9', '27', '28', '42', '29', '25', '93', '6', '17', '30']","['Nestorovski', 'Pereyra', 'Udogie', 'Lovric', 'Walace', 'Samardzic', 'Ehizibue', 'Pérez', 'Bijol', 'Rodrigo Becão', 'Silvestri']","['30', '37', '13', '4', '11', '24', '19', '18', '29', '50', '1']"
70,Matchday 31,24/04/2023,False,False,False,Atalanta,Roma,3,1,0.36,0.64,7,14,4,1,0.54,0.46,0.26,0.06,0.68,76312,Gewiss Stadium,"[{'player_name': ' Zapata', 'player_number': '91'}, {'player_name': ' Pašalić', 'player_number': '88'}, {'player_name': ' Zappacosta', 'player_number': '77'}, {'player_name': ' Koopmeiners', 'player_number': '7'}, {'player_name': ' De Roon', 'player_number': '15'}, {'player_name': ' Éderson', 'player_number': '13'}, {'player_name': ' Mæhle', 'player_number': '3'}, {'player_name': ' Scalvini', 'player_number': '42'}, {'player_name': ' Djimsiti', 'player_number': '19'}, {'player_name': ' Tolói', 'player_number': '2'}, {'player_name': ' Sportiello', 'player_number': '57'}]","[{'player_name': ' Abraham', 'player_number': '9'}, {'player_name': ' Solbakken', 'player_number': '18'}, {'player_name': ' Pellegrini', 'player_number': '7'}, {'player_name': ' Zalewski', 'player_number': '59'}, {'player_name': ' Cristante', 'player_number': '4'}, {'player_name': ' Bove', 'player_number': '52'}, {'player_name': ' Çelik', 'player_number': '19'}, {'player_name': ' Ibañez', 'player_number': '3'}, {'player_name': ' Llorente', 'player_number': '14'}, {'player_name': ' Mancini', 'player_number': '23'}, {'player_name': ' Patrício', 'player_number': '1'}]","['Zapata', 'Pašalić', 'Zappacosta', 'Koopmeiners', 'De Roon', 'Éderson', 'Mæhle', 'Scalvini', 'Djimsiti', 'Tolói', 'Sportiello']","['91', '88', '77', '7', '15', '13', '3', '42', '19', '2', '57']","['Abraham', 'Solbakken', 'Pellegrini', 'Zalewski', 'Cristante', 'Bove', 'Çelik', 'Ibañez', 'Llorente', 'Mancini', 'Patrício']","['9', '18', '7', '59', '4', '52', '19', '3', '14', '23', '1']"
71,Matchday 31,23/04/2023,False,False,False,Juventus,Napoli,0,1,0.34,0.66,7,17,4,6,0.47,0.53,0.5,0.06,0.44,190155,Allianz Stadium,"[{'player_name': ' Milik', 'player_number': '14'}, {'player_name': ' Miretti', 'player_number': '20'}, {'player_name': ' Kostić', 'player_number': '17'}, {'player_name': ' Rabiot', 'player_number': '25'}, {'player_name': ' Locatelli', 'player_number': '5'}, {'player_name': ' Soulé', 'player_number': '30'}, {'player_name': ' Danilo', 'player_number': '6'}, {'player_name': ' Rugani', 'player_number': '24'}, {'player_name': ' Gatti', 'player_number': '15'}, {'player_name': ' Cuadrado', 'player_number': '11'}, {'player_name': ' Szczęsny', 'player_number': '1'}]","[{'player_name': ' Kvaratskhelia', 'player_number': '77'}, {'player_name': ' Osimhen', 'player_number': '9'}, {'player_name': ' Lozano', 'player_number': '11'}, {'player_name': ' Ndombele', 'player_number': '91'}, {'player_name': ' Lobotka', 'player_number': '68'}, {'player_name': ' Zambo Anguissa', 'player_number': '99'}, {'player_name': ' Olivera', 'player_number': '17'}, {'player_name': ' Jesus', 'player_number': '5'}, {'player_name': ' Kim Min-jae', 'player_number': '3'}, {'player_name': ' Di Lorenzo', 'player_number': '22'}, {'player_name': ' Meret', 'player_number': '1'}]","['Milik', 'Miretti', 'Kostić', 'Rabiot', 'Locatelli', 'Soulé', 'Danilo', 'Rugani', 'Gatti', 'Cuadrado', 'Szczęsny']","['14', '20', '17', '25', '5', '30', '6', '24', '15', '11', '1']","['Kvaratskhelia', 'Osimhen', 'Lozano', 'Ndombele', 'Lobotka', 'Zambo Anguissa', 'Olivera', 'Jesus', 'Kim Min-jae', 'Di Lorenzo', 'Meret']","['77', '9', '11', '91', '68', '99', '17', '5', '3', '22', '1']"
72,Matchday 31,23/04/2023,False,False,False,Milan,Lecce,2,0,0.69,0.31,8,9,5,4,0.54,0.47,0.83,0.03,0.14,81156,Giuseppe Meazza,"[{'player_name': ' Rebic', 'player_number': '12'}, {'player_name': ' Leão', 'player_number': '17'}, {'player_name': ' Diaz', 'player_number': '10'}, {'player_name': ' Messias', 'player_number': '30'}, {'player_name': ' Tonali', 'player_number': '8'}, {'player_name': ' Krunic', 'player_number': '33'}, {'player_name': ' Hernandez', 'player_number': '19'}, {'player_name': ' Tomori', 'player_number': '23'}, {'player_name': ' Thiaw', 'player_number': '28'}, {'player_name': ' Kalulu', 'player_number': '20'}, {'player_name': ' Maignan', 'player_number': '16'}]","[{'player_name': ' Banda', 'player_number': '22'}, {'player_name': ' Ceesay', 'player_number': '77'}, {'player_name': ' Di Francesco', 'player_number': '11'}, {'player_name': ' Oudin', 'player_number': '28'}, {'player_name': ' Hjulmand', 'player_number': '42'}, {'player_name': ' Blin', 'player_number': '29'}, {'player_name': ' Gallo', 'player_number': '25'}, {'player_name': ' Umtiti', 'player_number': '93'}, {'player_name': ' Baschirotto', 'player_number': '6'}, {'player_name': ' Gendrey', 'player_number': '17'}, {'player_name': ' Falcone', 'player_number': '30'}]","['Rebic', 'Leão', 'Diaz', 'Messias', 'Tonali', 'Krunic', 'Hernandez', 'Tomori', 'Thiaw', 'Kalulu', 'Maignan']","['12', '17', '10', '30', '8', '33', '19', '23', '28', '20', '16']","['Banda', 'Ceesay', 'Di Francesco', 'Oudin', 'Hjulmand', 'Blin', 'Gallo', 'Umtiti', 'Baschirotto', 'Gendrey', 'Falcone']","['22', '77', '11', '28', '42', '29', '25', '93', '6', '17', '30']"
